target_deathrate,incidencerate,medincome,pcths25_over,pctbachdeg25_over,pctpubliccoverage,pctpubliccoveragealone,povertypercent
155.3,439.7,53175,32,24,28,12.4,9.5
161.8,383.6,45945,33.7,20.4,31.5,12,13.6
120,404.9,79857,21.8,27.2,16,6.3,4.3
136.6,468.1,40639,36.5,13.4,34.7,20.7,24.9
202.5,448.1,57741,33.2,17,29,11,10
97.3,284.8,38469,30.2,13.1,37.3,11.9,17
187.6,415.7,50155,31.8,16,27.4,12.1,12
147.9,408.2,54771,32.3,17.5,29.1,13.2,10.4
240.1,486.5,34237,38.7,12.9,52.8,38.2,33.2
183.1,425.6,49159,39.1,17.7,32.9,14.8,12.4
184.3,503.1,55107,29.3,20.8,25.4,12.4,11.5
166,403.5,53654,33.8,18,31.6,15.9,12.3
159.7,442.5,48379,28.1,18.6,32.9,15.7,14.1
209.6,426.4,39936,37.6,13.4,33.9,13,15.2
145.7,411.7,52758,40.7,16.7,34.5,12.3,11
179.9,365.5,45911,37.5,11.2,36.8,21.2,20.4
143,521.4,46281,38.8,12.6,28.5,12.1,14.7
153.9,388.8,48125,36.4,17.1,34.9,18.3,11.7
159.7,542.1,67172,34.7,15.5,29.3,14.2,8.8
179.1,416.6,59879,35.6,20.5,25.7,10,6.3
238.8,414.3,27481,22.2,10.3,52.3,43.3,47.4
162.1,410.9,40545,34.7,17.5,37.9,20.7,19.9
154.3,436,55708,36.3,16.2,29.7,12.2,10.2
166.5,518.1,72041,30,17.6,24.2,7.5,6.3
146.4,391.7,41831,36.9,17.7,37.5,17.1,15.9
137.1,403.8,47363,35.3,19.3,31.6,13,13.8
195.6,499.5,46689,33.8,13.3,39.1,21.8,15.6
184.4,461.5,42252,41.2,9.5,38.8,22.7,19.1
238.4,533.9,34382,46.1,6.2,45.7,25.8,21.4
171.4,459.1,34948,42.8,6.1,46.1,25.7,28.5
172.5,494.2,47175,34.9,15,35.1,17.5,14.7
184.2,461.9,43065,32.3,12.9,35.3,19.6,17.5
218.3,491.8,33333,41.8,6.7,45.4,26.7,22.7
210.1,469.4,41068,42.2,10.1,39.8,21.8,16.4
207.8,475.2,36627,41.4,8.7,44,25.1,20.8
193.2,409,34354,38.9,10.7,42.9,22.8,24.6
238.1,533.3,51475,36.6,13.7,30.5,18.7,12.7
180.6,407.4,40980,38.5,9,34.2,19.7,20.1
218.3,515,33640,42.3,8.3,41.6,23.6,24
217,437.1,30744,44.7,6.9,52.8,31.1,24
221.7,469.2,30860,46.6,6.4,48.1,28.8,27.8
194,472.8,45235,39.2,11.7,39.1,21.2,16.8
184.3,430.1,37853,40.4,9,39.5,22.9,19
182,481.9,40839,38.3,11.3,49.1,21.6,16.6
180.1,506.6,52578,36.4,14.7,34.4,17.4,11.8
165.9,480.9,41268,40,8.7,43.8,24.5,17.5
188.3,468.7,50877,38.8,12.6,39.4,19.1,12.1
215.7,509.8,37758,34.4,10,48.1,28.3,19.9
193.1,506.5,44435,35.9,11.6,39.3,18.9,16.5
213.6,492.5,41045,41.4,6.5,50.3,27.5,17.5
197.6,488.4,39738,40.9,9,44.1,25.2,16.2
193.1,530.2,70092,37.6,13.7,27.2,14.3,8.5
236.7,517.5,49790,35.3,8.9,38.6,18.7,14
170,468.6,48767,37.5,14.7,41.3,22.5,11.6
195.3,416.4,37331,34.3,8.2,47.8,26.9,20.6
178.2,410.3,50999,44,11.2,37,14,11.7
188.5,494.7,51025,35.2,14.5,33.9,15,11.3
185,485.8,46895,41.1,10.3,40.1,20.9,15.8
171.5,471.4,34395,25,18.9,32.7,19.5,30.4
174.1,494.2,52919,39.1,12.3,33.3,16.3,11
196,525.6,43073,32.8,10.2,42,23.1,19.5
175.9,438.7,52493,37.7,11.4,28.2,13.5,11.6
166.9,421.6,51282,38.2,15.1,35.1,14.9,10.7
175.2,489.6,45773,31.4,11.4,41.9,20.4,15.9
156.6,446.2,72131,23.5,20.4,28.2,18.3,10.7
192.2,490.4,56326,34.1,11.5,35,19.8,14.7
161.7,471.5,90640,24.6,22.6,20.4,11.6,5.4
180.1,469,38992,36.6,11.4,43.9,24.5,19.3
160,463.3,78001,21.3,25.6,25.3,15,9.5
191.3,519.9,51205,37.5,10.9,35.8,19.4,13.6
174,460,41759,34.3,7.3,46,24.8,18.1
194.2,484.1,54472,37.7,10.9,32.7,15,10.9
176.6,519,53918,40.5,9.4,37.6,18.9,11.9
189.5,505.7,54353,33.3,12.3,39.7,17.8,12.6
175.1,465.6,42684,29.2,18.5,31.9,15.9,23.6
181.4,474.4,76856,26.5,21.7,22.8,12.5,6.9
168.5,472.1,60460,25.7,30.1,24.3,12.6,14.3
197.9,551.5,47575,34.6,15.2,39.4,22.2,16.3
185.1,495.6,48544,37.3,12.2,38,18.7,12.9
189.2,491.7,54375,32.3,16.3,33.4,18.2,13.1
219.1,533.4,44289,35.4,9.6,46,26.1,18.6
164.3,490.6,53732,40.3,12.4,37,16.5,10.7
204.9,525.8,46878,41.3,9.6,43.9,23.8,14.8
169.8,479.3,40590,31.7,11.1,45.6,25.7,20.7
199.6,486.6,61388,37.2,16.8,35.4,17.3,10.1
179.9,460,54916,41.9,10.6,33.2,14.2,9.6
153.4,487.6,73684,33.7,18.9,25.2,11.3,5.1
208.6,488.1,45288,41.7,8.2,44.4,22,17
187.8,486.5,46406,41.4,14,37,19.4,15.1
177.7,459,52790,36.9,10.7,35.2,19.6,11.8
168,433.2,57126,33.7,12.9,31.3,15.5,11.4
194.4,509.6,52448,28.6,18.2,36.5,21.7,16.7
174.6,498.3,42032,38.3,9.4,38.5,19.6,16.7
164.9,509.9,65971,34.7,17.9,29.1,11.4,7.4
176,458.2,39005,43,11.5,40.5,22.5,15.2
173.5,392.3,40722,32.3,9.8,48.8,26.7,19.7
192.1,524.5,33943,35.5,8.4,51.6,29.5,23
198.1,465.2,62024,42.7,8.2,36.5,14.9,8.9
178.5,472.5,47862,42.4,8.7,36,18,13.8
179.3,505.5,43396,33.3,15.6,40.4,19.9,14.6
176.2,478.1,48024,31.8,14.5,38.1,20.1,16.3
191.2,488.4,50155,28.1,16,36,22.2,19.1
192.1,500.1,38329,33.1,9.8,51.2,30.4,21
185.5,515.2,55371,28.1,20.9,34.7,18.6,15.3
214.2,459.3,47092,39,10.3,33.6,18.5,13.2
169.5,459.2,51584,49.4,8.9,39.3,21.4,12
164.4,457,48994,45.5,10.9,37.2,18.8,11.7
160.4,482.6,50219,38.8,13.2,41.5,15.5,11.9
182.6,407.6,48569,35.3,11.5,44.1,26,14.1
192.2,511.5,60490,33.1,17.5,30.8,14.8,9.1
206.9,506,40957,31,13,44.1,25.7,17.9
203.1,520.2,42036,40.6,9.6,42.6,24.1,19
197.8,511.8,49385,32.2,11.4,36.6,18.4,14.8
172.8,459.7,44180,35,15.3,37.9,20.7,13.5
162.6,510.8,54683,35,13.8,33,18.1,10.2
180,471.7,46839,34.4,10,39.3,18.8,14.9
230.3,502.9,46927,35.1,8.7,42.4,23.1,14.1
190.9,475.2,49895,35,10.7,40.3,21.7,12.2
176.4,490.7,75176,27,21.2,23.2,13.3,8.1
207.4,492.9,46322,30.4,12.5,39.2,21.5,15.8
191.5,466.6,47708,33.3,14,38.4,22.9,16.9
163.5,469.4,70127,32.7,19.8,27.9,12.6,6.3
159.3,432.5,50172,44.1,9.9,26.4,12.8,15.4
170.7,435.7,48651,29.4,17.5,29.1,17.6,15.2
185.4,448.4,54101,34.3,18.1,26.5,11.9,11.8
173.4,414.4,46196,45.2,12,35.9,20.5,12.8
189.1,486.2,39563,49.5,6.6,39.3,19.8,15
187.2,429.3,68352,26.7,25.5,20.4,8.9,7.2
190.7,426.9,52582,37.9,11.1,36,16.6,12.9
166.3,414.4,55318,41.3,11.4,27.7,11.9,10.9
187.3,412.9,44430,40.8,9.2,31.6,16.4,13.8
189.8,466.8,52050,34,14.2,28.8,13.9,10.6
186.4,483.9,44385,44.9,9.6,33.5,16.8,14.5
193.9,441.5,49945,45.6,10.4,30.4,15.9,12.6
185.8,452.7,40657,49.7,5.7,40.7,24,18
176.6,420.7,47670,37.2,8.1,31.3,19.2,13.8
193.8,439.8,59280,39.6,13.2,27.7,12.5,11.7
186.7,433.7,50258,45.3,10.7,30.6,16.3,13.1
185.8,464.7,51911,40.6,11.4,30.4,15.4,10.1
184.8,482.9,39449,35.5,13.3,32.3,16.8,22.2
177.7,429.9,53211,41.9,12.9,24.8,12.4,8
170.1,442.7,50192,36.9,12.3,30.8,19.1,13.9
222.5,439.1,40122,42.8,6.7,39.6,22.5,16.4
179,474,53186,32.1,16.4,26.6,12.5,11.6
167.8,488.1,55320,35.4,18.8,29.3,12.4,11.5
160.2,426.9,47342,34.6,12.1,34.3,16.8,11.3
151.3,467.8,45522,39.5,12.6,39.6,20.1,14.4
165.4,494,48292,35.5,14.1,39.3,19.9,12.7
165.3,488.4,51045,38.1,11.8,37.5,17.5,12.1
181.2,487.2,54154,36.4,15.6,39.1,18.3,11.7
186.9,506.1,49125,35.7,14.1,38.7,17.6,13.2
151.8,492.9,61215,35.3,17.4,30.3,10.8,6.7
168.5,437.9,49507,39.3,13.7,35.9,15.6,12.4
153.2,449.8,53691,33.2,14.5,36.5,16.4,9.4
171.3,492.1,57682,36.4,13.2,33.2,13.9,8.4
169.8,487.9,53277,34.9,13.1,31.3,12.4,11.7
178.1,477.6,52824,38.1,13.3,34.2,17.6,11
183.1,484.9,50347,37.3,14.6,38.1,18.2,13.3
165.8,465.5,49837,44,7.9,36.1,15.2,12.1
129.4,408.5,49696,37.1,13.5,36.5,16,10.1
159.8,548.4,53905,40.1,15.2,35.5,15.7,10.9
163.4,463.3,58234,38.4,13.2,31.1,11.9,7.5
191.7,543.5,50299,44.8,10.4,35.2,15.2,11.3
181.7,466.2,52750,39.7,14.5,34,14.8,11.2
163,423.6,41094,30.4,17.7,36.2,20.8,16.9
156.2,473.8,59946,17.1,27.4,20.9,10.4,15.9
154,445.7,51558,39.6,12.4,33.8,14.6,11.6
169.3,466.9,48316,42.8,11.2,41.1,20.8,13.5
138.4,480,52967,38,14.7,32.9,12.8,9.6
181.3,509.2,44719,41.7,11.3,38.8,19.3,17.7
169.4,474.8,62700,27.2,21.6,28.8,13.8,9.3
148,475.6,50924,37.3,9.7,32.7,15.6,11.1
184.7,425.1,42582,44.9,12,40.8,16.8,16
151.7,478.3,61750,37.1,15.4,28.3,11,7.9
172.2,434.2,62230,38.9,16.4,28.1,12.1,8.8
190.3,482.1,48584,37.6,16.6,34.2,16.7,12.9
176.6,471,57046,35.7,17.5,30.4,12.7,11.1
180.9,467,50244,32.9,13.9,37.4,19.1,13
194.9,486,59399,35.9,16,32.1,12.8,9.7
129.6,426.7,52616,44.2,11.3,34.8,14.3,11.5
165,483.2,43178,43.3,10.1,41.7,19.3,14.3
207.4,490.5,44705,44.8,13,30.2,11.8,11.7
148.3,482.3,42046,37.6,10.9,43.4,21.2,19.3
170.9,480.5,54441,35,13.5,33.6,15.6,11.4
176.1,459.7,55968,37.7,13.7,35.1,16.4,10.3
162,432.9,51423,37.6,13.6,34.1,14.6,9.1
179.7,506.9,46927,34.7,13.8,39,19,14.6
152.6,442.3,50600,30.9,15.1,34.9,14.7,11.5
156,467.9,62745,35.6,16,30.3,14.1,7.6
142.7,443.6,49625,38.9,14.2,37.3,15.8,12.9
188.7,481.1,61028,25.3,25.1,29.9,16.5,13.1
183.8,492.9,51947,34.9,14.7,33.7,17.2,12.3
154.2,390.3,52791,36.8,15.3,32.5,14.8,12.1
172.1,433.2,42854,35.5,14.4,39.8,14.9,16.6
174.1,456.2,49513,39.3,14.9,33.3,13.3,10.8
185.1,501.4,54959,28.3,20.4,29.9,14.8,12.2
138.5,446.8,55637,36.8,16.1,35.4,14.6,9.6
140.7,427.3,60205,31.9,17.9,24.6,11.2,7.5
152.5,451.8,52128,18.8,27.3,18.7,7.8,19.5
171.6,493.6,54957,41,11.2,32.3,14.1,12.9
181.3,475.5,46501,42,10.3,37.6,17.5,13.1
173.4,431.6,44905,40,11.5,37.4,16.8,12.8
181.9,463.5,42555,43.5,9.5,38.7,19.5,14.4
182.7,516.3,42414,36.7,11.1,38.9,18.9,16.7
170.6,495.8,67342,32.6,20.4,27.4,12.4,6.3
160.4,479.6,56243,35.8,14,33.7,15.8,10.2
150.9,398.5,42006,43.5,9.9,41.9,18.1,16.7
169.2,486.3,43490,32.5,13.5,39,19.7,16.3
163.3,446.6,50703,35.1,15.8,32.2,11.1,10.4
138.4,431.4,55984,35.1,16.4,25.6,9.7,9.4
176.4,469.7,45641,34.2,14.4,33.5,19.2,15.2
136.5,470,50286,36.6,11.7,35.3,16.1,11
159.3,453.2,50108,37.5,12.1,38.3,17.3,12
196.4,453.5494221,39196,33.4,12.2,37.7,19.6,18.2
174.8,453.5494221,45368,39.1,10.5,37.6,16.9,14.3
180.2,453.5494221,44199,41,12.7,32,15.6,17.4
197.8,453.5494221,51676,36.6,11.7,34.3,14.1,12.4
178.3,453.5494221,46942,33.9,12.4,34,17.6,17.8
166.6,453.5494221,38430,31.2,13.9,37,20.5,18.4
184.2,453.5494221,45781,39.8,12.1,37.9,18.8,17.3
175,453.5494221,60123,26.8,18.6,26.5,12.7,11.3
177.8,453.5494221,47025,33.5,16.5,35.3,14,13.2
194.2,453.5494221,39120,36.1,13.2,43.2,20.1,16.4
150,453.5494221,41797,31.5,16.9,33.5,9.7,11.5
153.7,453.5494221,47650,26.1,23.5,29.5,13.1,13
169.2,453.5494221,53131,33.7,16,33.8,12.2,10.9
178.6,453.5494221,42697,34.2,10.6,34.4,14.7,14
176.6,453.5494221,55705,36.8,15.6,32.1,14.6,10.9
209.6,453.5494221,45353,28.4,17.2,32.2,9.2,11.4
184.4,453.5494221,45180,30.5,12.7,34.4,17.4,15
214.7,453.5494221,41434,37.6,18.5,40,16.1,13.9
181.2,453.5494221,47493,36,13.6,34.5,15.6,11.1
160.3,453.5494221,47599,38.7,11.3,29.5,14.5,15
153.7,453.5494221,49246,20,26.3,19.6,8.7,19.4
208.3,453.5494221,49256,30.7,15,30.6,15.5,10.5
215.9,453.5494221,36471,35.3,11.8,45.5,20.3,17.4
146.4,453.5494221,49508,27.7,21.9,24.3,9.5,13
149.6,453.5494221,46961,32.2,15.2,31.7,13.2,12.4
150.1,453.5494221,48609,23.1,12.4,28.8,17.7,18.8
153.9,453.5494221,51144,23,12.8,26.6,16.8,15
175,453.5494221,50745,36.1,14.4,29.5,14,13.3
213.6,453.5494221,41193,29.8,13.7,25.1,12.6,13.9
